컨텐츠 아이디,공원 명,지번주소 코드,지번주소,도로명주소 코드,도로명주소,X좌표(LNG),Y좌표(LAT),컨텐츠상세필드명1,컨텐츠상세명11,컨텐츠상세필드명12,컨텐츠상세명12,컨텐츠상세필드명13,컨텐츠상세명13,컨텐츠상세필드명14,컨텐츠상세명14,컨텐츠상세필드명15,컨텐츠상세명15,컨텐츠상세필드명16,컨텐츠상세명16,컨텐츠상세필드명17,컨텐츠상세명17,컨텐츠상세필드명18,컨텐츠상세명18,컨텐츠상세필드명19,컨텐츠상세명19,컨텐츠상세필드명20,컨텐츠상세명20
중랑구-방죽어린이공원-1,방죽어린이공원,,서울특별시 중랑구 망우동 349-19,,서울특별시 중랑구 망우로67가길 23,127.1026667,37.60255556,공원명,,,,,,,,,,,,,,,,,,,
금천-금나래중앙공원-2,금천-금나래중앙공원-2,1.15E+18,서울특별시 금천구 독산동 1151,,서울특별시 금천구 시흥대로79길 53,126.8942328,37.45745122,공원,,,,,,,,,,,,,,,,,,,
구로구-목감천-1,목감천,1.15E+18,서울특별시 구로구 개봉동 372-1,,서울특별시 구로구 개봉로20길 158,126.8624553,37.49092167,공원명,,,,,,,,,,,,,,,,,,,
서울대공원-서울대공원-58,서울대공원,,경기도 과천시 막계동 890-1,,,127.0164722,37.42563889,공원명,,,,,,,,,,,,,,,,,,,
송파구-삼학사어린이공원-1,삼학사어린이공원,1.17E+18,서울특별시 송파구 삼전동 110-7,,서울특별시 송파구 백제고분로27길 40-24,127.0956152,37.5061508,공원명,,,,,,,,,,,,,,,,,,,
서울대공원-서울대공원-49,서울대공원,,경기도 과천시 막계동 산 9-1,,,127.0137396,37.43579724,공원명,,,,,,,,,,,,,,,,,,,
노원구-개나리어린이공원-1,개나리어린이공원,,서울특별시 노원구 상계동 626,,서울특별시 노원구 동일로228길 23,127.0583333,37.66925,공원명,,,,,,,,,,,,,,,,,,,
서울대공원-서울대공원-1,서울대공원,,경기도 과천시 막계동 394-1,,경기도 과천시 대공원광장로 80,127.0111111,37.43452778,공원명,,,,,,,,,,,,,,,,,,,
송파구-삼밭공원-1,삼밭공원,1.17E+18,서울특별시 송파구 삼전동 67-17,,서울특별시 송파구 백제고분로28길 35-27,127.0928226,37.4995162,공원명,,,,,,,,,,,,,,,,,,,
송파구-송파나루공원-5,송파나루공원,1.17E+18,서울특별시 송파구 잠실동 47,,서울특별시 송파구 삼학사로 136,127.0977843,37.50938507,공원명,,,,,,,,,,,,,,,,,,,
중랑구-망우어린이공원-1,망우어린이공원,1.13E+18,서울특별시 중랑구 망우동 583,,서울특별시 중랑구 망우로75길 19,127.1039444,37.60225,공원명,,,,,,,,,,,,,,,,,,,
서울대공원-서울대공원-50,서울대공원,,경기도 과천시 막계동 269-4,,경기도 과천시 대공원광장로 80,127.0113333,37.43447222,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(잠실지구)-2,한강시민공원(잠실지구),1.17E+18,서울특별시 송파구 신천동 257-1,,,127.1041454,37.52612225,공원명,,,,,,,,,,,,,,,,,,,
구로구-고척근린공원-3,고척근린공원,,서울특별시 구로구 고척동 산 9-14,,서울특별시 구로구 고척로45길 39,126.8527778,37.50611111,공원명,,,,,,,,,,,,,,,,,,,
송파구-송파나루공원-4,송파나루공원,1.17E+18,서울특별시 송파구 잠실동 47,,서울특별시 송파구 삼학사로 136,127.0980206,37.50910871,공원명,,,,,,,,,,,,,,,,,,,
강서구-궁산공원-2,궁산공원,,서울특별시 강서구 가양동 산 4-7,,,126.8400265,37.57441638,공원명,,,,,,,,,,,,,,,,,,,
금천구-독산근린공원-1,독산근린공원,,서울특별시 금천구 독산동 1086,,,126.8847222,37.46333333,공원명,,,,,,,,,,,,,,,,,,,
금천-독산근린공원-1,금천-독산근린공원-1,1.15E+18,서울특별시 금천구 독산동 1086,,경기도 광명시 하안로 284,126.8837815,37.46403615,공원,,,,,,,,,,,,,,,,,,,
금천구-산기슭공원-1,산기슭공원,,서울특별시 금천구 시흥동 산 138-3,,서울특별시 금천구 독산로54길 6,126.9074187,37.46355169,공원명,,,,,,,,,,,,,,,,,,,
중랑구-섬들어린이공원-1,섬들어린이공원,1.13E+18,서울특별시 중랑구 면목동 87-50,,서울특별시 중랑구 상봉로15가길 9,127.0926667,37.59155556,공원명,,,,,,,,,,,,,,,,,,,
강서구-공암나루공원-5,공암나루공원,,서울특별시 강서구 가양동 1471,,서울특별시 강서구 허준로5길 42,126.8536111,37.5675,공원명,,,,,,,,,,,,,,,,,,,
중랑구-사가정공원-1,사가정공원,,서울특별시 중랑구 면목동 산 50-16,,,127.0948333,37.58008333,공원명,,,,,,,,,,,,,,,,,,,
구로구-안양천둔치공원-5,안양천둔치공원,1.15E+18,서울특별시 구로구 구로동 621-8,,,126.8716667,37.50027778,공원명,,,,,,,,,,,,,,,,,,,
구로구-안양천둔치공원-1,안양천둔치공원,1.15E+18,서울특별시 구로구 구로동 621-8,,,126.871673,37.50022345,공원명,,,,,,,,,,,,,,,,,,,
금천구-골말어린이공원-1,골말어린이공원,1.15E+18,서울특별시 금천구 가산동 602-71,,서울특별시 금천구 벚꽃로38길 35,126.8845971,37.48281422,공원명,,,,,,,,,,,,,,,,,,,
광진구-긴고랑등산로입구-2,긴고랑등산로입구,1.12E+18,서울특별시 광진구 중곡동 143-146,,,127.0961148,37.56301677,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(잠실지구)-6,한강시민공원(잠실지구),1.17E+18,서울특별시 송파구 잠실동 1-1,,서울특별시 송파구 한가람로 65,127.087231,37.51852224,공원명,,,,,,,,,,,,,,,,,,,
금천구-두산공원-1,두산공원,,서울특별시 금천구 독산동 298-1,,서울특별시 금천구 시흥대로123길 91,126.8941247,37.47321219,공원명,,,,,,,,,,,,,,,,,,,
광진구-긴고랑등산로입구-1,긴고랑등산로입구,1.12E+18,서울특별시 광진구 중곡동 143-146,,서울특별시 광진구 긴고랑로 214,127.0961889,37.56239622,공원명,,,,,,,,,,,,,,,,,,,
중랑구-신현어린이공원-1,신현어린이공원,,서울특별시 중랑구 상봉동 484,,서울특별시 중랑구 봉화산로 130,127.0897222,37.60344444,공원명,,,,,,,,,,,,,,,,,,,
금천구-무아래공원-1,무아래공원,1.15E+18,서울특별시 금천구 가산동 234-31,,서울특별시 금천구 가산로5길 29,126.893244,37.47339019,공원명,,,,,,,,,,,,,,,,,,,
금천구-무궁화공원-1,무궁화공원,,서울특별시 금천구 독산동 378-292,,서울특별시 금천구 독산로58나길 4,126.9044444,37.46444444,공원명,,,,,,,,,,,,,,,,,,,
강서구-구암공원-2,구암공원,,서울특별시 강서구 가양동 1471,,서울특별시 강서구 허준로5길 42,126.8527778,37.56777778,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(뚝섬지구)-1,한강시민공원(뚝섬지구),1.12E+18,서울특별시 광진구 자양동 562,,,127.092,37.53055556,공원명,,,,,,,,,,,,,,,,,,,
광진구-아차산공원-2,아차산공원,1.12E+18,서울특별시 광진구 구의동 38-4,,서울특별시 광진구 천호대로 731,127.0959444,37.54877778,공원명,,,,,,,,,,,,,,,,,,,
중랑구-사가정공원-2,사가정공원,1.13E+18,서울특별시 중랑구 면목동 산 50-23,,서울특별시 중랑구 사가정로72길 47,127.0961323,37.57968505,공원명,,,,,,,,,,,,,,,,,,,
강서구-구암공원-1,구암공원,,서울특별시 강서구 가양동 1471,,서울특별시 강서구 허준로5길 42,126.8522222,37.56861111,공원명,,,,,,,,,,,,,,,,,,,
강서구-공암나루공원-1,공암나루공원,,서울특별시 강서구 가양동 26-27,,서울특별시 강서구 허준로 91,126.852,37.56805556,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(잠실지구)-5,한강시민공원(잠실지구),1.17E+18,서울특별시 송파구 잠실동 1-1,,서울특별시 송파구 한가람로 65,127.0891667,37.51888889,공원명,,,,,,,,,,,,,,,,,,,
광진구-구의공원-1,구의공원,1.12E+18,서울특별시 광진구 구의동 611,,서울특별시 광진구 광나루로56길 32,127.0948333,37.53705556,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원-1,한강시민공원,1.15E+18,서울특별시 강서구 가양동 439-1,,,126.8516667,37.57,공원명,,,,,,,,,,,,,,,,,,,
송파구-쌀섬어린이공원-1,쌀섬어린이공원,,서울특별시 송파구 잠실동 319,,서울특별시 송파구 백제고분로18길 20-36,127.0823805,37.50406317,공원명,,,,,,,,,,,,,,,,,,,
중랑구-달동산어린이공원-1,달동산어린이공원,,서울특별시 중랑구 망우동 529-37,,서울특별시 중랑구 상봉로16가길 4,127.0949722,37.59222222,공원명,,,,,,,,,,,,,,,,,,,
송파구-잠실근린공원-1,잠실근린공원,1.17E+18,서울특별시 송파구 잠실동 268,,서울특별시 송파구 백제고분로 147-2,127.0836111,37.50583333,공원명,,,,,,,,,,,,,,,,,,,
광진구-아차산공원-3,아차산공원,1.12E+18,서울특별시 광진구 구의동 38-4,,서울특별시 광진구 천호대로 731,127.0972222,37.54811111,공원명,,,,,,,,,,,,,,,,,,,
중랑구-옹기테마공원,중랑구-옹기테마공원,,서울특별시 중랑구 신내동 777,,서울특별시 중랑구 신내로21길 116,127.0883395,37.61275465,상세위치,,,,,,,,,,,,,,,,,,,
도봉구-무궁화어린이공원-1,무궁화어린이공원,1.13E+18,서울특별시 도봉구 방학동 655-28,,서울특별시 도봉구 도당로31길 15-3,127.0421389,37.66783333,공원명,,,,,,,,,,,,,,,,,,,
금천구-송록어린이공원-1,송록어린이공원,1.15E+18,서울특별시 금천구 시흥동 791-35,,서울특별시 금천구 독산로44길 19,126.9060804,37.46119017,공원명,,,,,,,,,,,,,,,,,,,
중랑구-옹기테마공원-1,옹기테마공원,,서울특별시 중랑구 신내동 777,1.13E+21,서울특별시 중랑구 신내로21길 116,127.0885556,37.61261111,공원명,,,,,,,,,,,,,,,,,,,
중랑구-소파어린이공원-1,소파어린이공원,,서울특별시 중랑구 면목동 20-23,,서울특별시 중랑구 겸재로64길 21,127.0958611,37.58938889,공원명,,,,,,,,,,,,,,,,,,,
노원구-골마을근린공원-1,골마을근린공원,1.14E+18,서울특별시 노원구 하계동 251-8,,서울특별시 노원구 한글비석로 97,127.0737338,37.63867922,공원명,,,,,,,,,,,,,,,,,,,
중랑구-햇님어린이공원,중랑구-햇님어린이공원,,서울특별시 중랑구 망우동 474-11,,서울특별시 중랑구 봉우재로58길 16-5,127.0951679,37.59359675,상세위치,,,,,,,,,,,,,,,,,,,
광진구-아차산공원-1,아차산공원,1.12E+18,서울특별시 광진구 광장동 380-3,,,127.09775,37.54838889,공원명,,,,,,,,,,,,,,,,,,,
강서구-무궁화공원-1,무궁화공원,,서울특별시 강서구 화곡동 29-230,,서울특별시 강서구 까치산로18길 61,126.8519444,37.54583333,공원명,,,,,,,,,,,,,,,,,,,
중랑구-신내공원-2,신내공원,,서울특별시 중랑구 신내동 771-1,,서울특별시 중랑구 신내로15길 175,127.0884722,37.61441667,공원명,,,,,,,,,,,,,,,,,,,
강서구-봉제산공원-2,봉제산공원,,서울특별시 강서구 화곡동 산 41-6,,,126.8520258,37.54227337,공원명,,,,,,,,,,,,,,,,,,,
강남구-대진공원-1,대진공원,,서울특별시 강남구 개포동 13-2,1.17E+21,서울특별시 강남구 개포로 623-1,127.0786389,37.49527778,공원명,,,,,,,,,,,,,,,,,,,
광진구-광진숲나루-1,광진숲나루,1.12E+18,서울특별시 광진구 구의동 178-7,,,127.0982198,37.54687172,공원명,,,,,,,,,,,,,,,,,,,
구로구-안양천둔치공원-2,안양천둔치공원,1.15E+18,서울특별시 구로구 구로동 642-71,,,126.870877,37.49497559,공원명,,,,,,,,,,,,,,,,,,,
노원구-가재울근린공원-1,가재울근린공원,,서울특별시 노원구 중계동 515-1,,서울특별시 노원구 덕릉로 541,127.0663985,37.64875536,공원명,,,,,,,,,,,,,,,,,,,
중랑구-신내공원-1,신내공원,,서울특별시 중랑구 신내동 779-3,,서울특별시 중랑구 신내로15길 143,127.08925,37.61405556,공원명,,,,,,,,,,,,,,,,,,,
도봉구-금성윗돌공원-1,금성윗돌공원,1.13E+18,서울특별시 도봉구 방학동 717-2,,서울특별시 도봉구 도봉로150다길 28,127.0447678,37.66762219,공원명,,,,,,,,,,,,,,,,,,,
노원구-국화어린이공원-1,국화어린이공원,,서울특별시 노원구 하계동 252-13,,서울특별시 노원구 공릉로58마길 1,127.0761944,37.63705556,공원명,,,,,,,,,,,,,,,,,,,
노원구-엄지어린이공원-1,엄지어린이공원,,서울특별시 노원구 상계동 721,,서울특별시 노원구 동일로216길 47,127.0629747,37.65269509,공원명,,,,,,,,,,,,,,,,,,,
금천구-무지개공원-1,무지개공원,,서울특별시 금천구 독산동 1063-14,,서울특별시 금천구 시흥대로90길 60-3,126.9010431,37.46294493,공원명,,,,,,,,,,,,,,,,,,,
송파구-새마을어린이공원-1,새마을어린이공원,1.17E+18,서울특별시 송파구 잠실동 241,,서울특별시 송파구 백제고분로19길 27-26,127.0866667,37.50805556,공원명,,,,,,,,,,,,,,,,,,,
노원구-용화어린이공원-1,노원구-용화어린이공원-1,1.14E+18,서울특별시 노원구 상계동 695-1,,서울특별시 노원구 동일로221길 27,127.056761,37.65910476,공원명,,,,,,,,,,,,,,,,,,,
광진구-광진교-1,광진교,1.17E+18,서울특별시 강동구 천호동 527-2,,,127.1120833,37.54505556,공원명,,,,,,,,,,,,,,,,,,,
강서구-봉제산공원-1,봉제산공원,,서울특별시 강서구 화곡동 산 41-6,,서울특별시 강서구 초록마을로 69-9,126.8511111,37.54194444,공원명,,,,,,,,,,,,,,,,,,,
노원구-공릉근린공원-1,노원구-공릉근린공원-1,,서울특별시 노원구 공릉동 63,,서울특별시 노원구 화랑로 540,127.0868723,37.62074651,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(잠실지구)-4,한강시민공원(잠실지구),1.17E+18,서울특별시 송파구 잠실동 1-1,,서울특별시 송파구 한가람로 65,127.0921461,37.51937532,공원명,,,,,,,,,,,,,,,,,,,
금천구-독산마을마당-1,독산마을마당,,서울특별시 금천구 독산동 1056-10,,서울특별시 금천구 시흥대로98길 17,126.8991667,37.46361111,공원명,,,,,,,,,,,,,,,,,,,
중랑구-봉화산공원-2,봉화산공원,,서울특별시 중랑구 신내동 661,,서울특별시 중랑구 봉화산로 193,127.09275,37.60747222,공원명,,,,,,,,,,,,,,,,,,,
강서구-하마터공원-2,하마터공원,,서울특별시 강서구 화곡동 883-3,,서울특별시 강서구 곰달래로36길 22,126.8536111,37.53,공원명,,,,,,,,,,,,,,,,,,,
강서구-하마터공원-1,하마터공원,,서울특별시 강서구 화곡동 883-3,,서울특별시 강서구 곰달래로36길 22,126.8536111,37.53,공원명,,,,,,,,,,,,,,,,,,,
강서구-산새어린이공원-1,산새어린이공원,,서울특별시 강서구 화곡동 772-1,,서울특별시 강서구 까치산로18나길 37-9,126.85,37.54611111,공원명,,,,,,,,,,,,,,,,,,,
중랑구-용마도시공원-1,용마도시공원,,서울특별시 중랑구 면목동 산 19,,,127.0985556,37.58794444,공원명,,,,,,,,,,,,,,,,,,,
중랑구-봉화산자연체험공원-1,봉화산자연체험공원,1.13E+18,서울특별시 중랑구 신내동 산 127-2,,서울특별시 중랑구 봉화산로45길 115,127.0927984,37.6085302,공원명,,,,,,,,,,,,,,,,,,,
강서구-공암나루공원-4,공암나루공원,,서울특별시 강서구 가양동 1461,,서울특별시 강서구 허준로 47,126.8486111,37.57055556,공원명,,,,,,,,,,,,,,,,,,,
강서구-공암나루공원-3,공암나루공원,,서울특별시 강서구 가양동 1461,,서울특별시 강서구 허준로 47,126.8486111,37.57055556,공원명,,,,,,,,,,,,,,,,,,,
강서구-공암나루공원-2,공암나루공원,,서울특별시 강서구 가양동 1461,,서울특별시 강서구 허준로 47,126.8486111,37.57055556,공원명,,,,,,,,,,,,,,,,,,,
중랑구-등나무어린이공원-1,등나무어린이공원,,서울특별시 중랑구 망우동 492-36,,서울특별시 중랑구 용마산로115가길 31-5,127.0967488,37.59767129,공원명,,,,,,,,,,,,,,,,,,,
도봉구-해태어린이공원-1,해태어린이공원,1.13E+18,서울특별시 도봉구 도봉동 613-8,,서울특별시 도봉구 시루봉로27가길 21,127.0411944,37.67197222,공원명,,,,,,,,,,,,,,,,,,,
노원구-물보라어린이공원-1,물보라어린이공원,,서울특별시 노원구 상계동 751-1,,서울특별시 노원구 동일로214길 21,127.0668522,37.65115684,공원명,,,,,,,,,,,,,,,,,,,
중랑구-옹기터 마을마당-1,옹기터 마을마당,1.13E+18,서울특별시 중랑구 신내동 522-1,,서울특별시 중랑구 신내로7길 6,127.0954444,37.60291667,공원명,,,,,,,,,,,,,,,,,,,
노원구-반디어린이공원-1,반디어린이공원,,서울특별시 노원구 상계동 666,,서울특별시 노원구 노원로 564,127.05425,37.66291667,공원명,,,,,,,,,,,,,,,,,,,
송파구-진달래공원-1,진달래공원,1.17E+18,서울특별시 송파구 잠실동 339-2,,서울특별시 송파구 백제고분로20길 13-8,127.0863889,37.50361111,공원명,,,,,,,,,,,,,,,,,,,
중랑구-꽃동산어린이공원-1,꽃동산어린이공원,,서울특별시 중랑구 망우동 442-2,,서울특별시 중랑구 용마산로96가길 25,127.0988333,37.59141667,공원명,,,,,,,,,,,,,,,,,,,
강서구-안골공원-1,안골공원,,서울특별시 강서구 화곡동 155-22,,서울특별시 강서구 강서로18아길 7,126.8508333,37.53555556,공원명,,,,,,,,,,,,,,,,,,,
노원구-한아름어린이 공원 -1,한아름어린이 공원 ,,서울특별시 노원구 상계동 692,,서울특별시 노원구 동일로 1456,127.0612778,37.65755556,공원명,,,,,,,,,,,,,,,,,,,
금천구-느티나무공원-1,느티나무공원,,서울특별시 금천구 시흥동 817-48,,서울특별시 금천구 독산로24가길 20,126.9066667,37.45611111,공원명,,,,,,,,,,,,,,,,,,,
금천-삼성체육공원-1,금천-삼성체육공원-1,1.15E+18,서울특별시 금천구 시흥동 171-1,,서울특별시 금천구 독산로24마길 30,126.9091499,37.45450994,공원,,,,,,,,,,,,,,,,,,,
노원구-꿈동산어린이공원-1,노원구-꿈동산어린이공원-1,1.14E+18,서울특별시 노원구 중계동 361-2,,서울특별시 노원구 노원로22길 34,127.0722326,37.6467505,꿈동산어린이공원,,,,,,,,,,,,,,,,,,,
금천-말뫼마을마당-1,금천-말뫼마을마당-1,,서울특별시 금천구 독산동 1006-42,,서울특별시 금천구 범안로12가길 27,126.8931116,37.46563006,공원,,,,,,,,,,,,,,,,,,,
노원구-청솔어린이공원-1,노원구-청솔어린이공원-1,,서울특별시 노원구 공릉동 110-2,,서울특별시 노원구 화랑로51길 81,127.0877191,37.6241994,청솔어린이공원,,,,,,,,,,,,,,,,,,,
노원구-민들레어린이공원-1,민들레어린이공원,,서울특별시 노원구 상계동 667,,서울특별시 노원구 노원로 564,127.0562823,37.66285745,공원명,,,,,,,,,,,,,,,,,,,
송파구-나루터어린이공원-1,나루터어린이공원,1.17E+18,서울특별시 송파구 삼전동 37-1,,서울특별시 송파구 백제고분로22길 34-33,127.086705,37.50156358,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(잠실지구)-3,한강시민공원(잠실지구),1.17E+18,서울특별시 송파구 신천동 1-1,,,127.0958333,37.52083333,공원명,,,,,,,,,,,,,,,,,,,
도봉구-중랑천-1,중랑천,1.13E+18,서울특별시 도봉구 도봉동 641-1,,서울특별시 도봉구 마들로 684-20,127.0482987,37.66967729,공원명,,,,,,,,,,,,,,,,,,,
양천구-신트리근린공원-1,신트리근린공원,,서울특별시 양천구 신정동 310-7,,서울특별시 양천구 목동동로 3,126.8561111,37.51416667,공원명,,,,,,,,,,,,,,,,,,,
강서구-가양동 문화공원-1,가양동 문화공원,,서울특별시 강서구 가양동 58-2,,서울특별시 강서구 양천로 391,126.8458935,37.56621754,공원명,,,,,,,,,,,,,,,,,,,
노원구-갈말공원(참새어린이공원)-1,갈말공원(참새어린이공원),,서울특별시 노원구 상계동 655,,서울특별시 노원구 한글비석로 566,127.054,37.66572222,공원명,,,,,,,,,,,,,,,,,,,
강서구-새말공원-1,새말공원,,서울특별시 강서구 화곡동 994-5,,서울특별시 강서구 화곡로53길 56-10,126.8463889,37.55194444,공원명,,,,,,,,,,,,,,,,,,,
강서구-새말공원-2,새말공원,,서울특별시 강서구 화곡동 994-5,,서울특별시 강서구 화곡로53길 56-10,126.8463889,37.55194444,공원명,,,,,,,,,,,,,,,,,,,
금천구-해태어린이공원-1,해태어린이공원,,서울특별시 금천구 시흥동 871-24,,서울특별시 금천구 독산로41길 77,126.9019244,37.45771249,공원명,,,,,,,,,,,,,,,,,,,
양천구-계남2근린공원-1,계남2근린공원,,서울특별시 양천구 신정동 621,,서울특별시 양천구 중앙로 153,126.8569979,37.51097421,공원명,,,,,,,,,,,,,,,,,,,
노원구-갈말공원(참새어린이공원)-2,갈말공원(참새어린이공원),,서울특별시 노원구 상계동 652-3,,서울특별시 노원구 동일로227길 49,127.0544444,37.66575,공원명,,,,,,,,,,,,,,,,,,,
중랑구-샛별어린이공원-1,샛별어린이공원,,서울특별시 중랑구 망우동 412-1,,서울특별시 중랑구 용마공원로4길 22,127.1006389,37.5935,공원명,,,,,,,,,,,,,,,,,,,
노원구-호돌이어린이공원-1,호돌이어린이공원,,서울특별시 노원구 상계동 624,,서울특별시 노원구 동일로227길 86,127.0509981,37.66862177,공원명,,,,,,,,,,,,,,,,,,,
노원구-상계근린공원-2,상계근린공원,,서울특별시 노원구 상계동 620-1,,서울특별시 노원구 동일로227길 106,127.0505556,37.66902778,공원명,,,,,,,,,,,,,,,,,,,
강남구-대청근린공원-1,대청근린공원,1.17E+18,서울특별시 강남구 일원동 621,,서울특별시 강남구 개포로124길 24,127.0828611,37.49277778,공원명,,,,,,,,,,,,,,,,,,,
노원구-상계근린공원-1,상계근린공원,,서울특별시 노원구 상계동 620-1,,서울특별시 노원구 동일로227길 106,127.0504444,37.66955556,공원명,,,,,,,,,,,,,,,,,,,
중랑구-용마산 가족공원-1,용마산 가족공원,1.13E+18,서울특별시 중랑구 면목동 9-1,,서울특별시 중랑구 용마산로94길 101,127.1026472,37.58883333,공원명,,,,,,,,,,,,,,,,,,,
노원구-양지근린공원-1,양지근린공원,,서울특별시 노원구 중계동 362-1,,서울특별시 노원구 한글비석로5길 62,127.0753611,37.64705556,공원명,,,,,,,,,,,,,,,,,,,
노원구-상계근린공원-3,상계근린공원,,서울특별시 노원구 상계동 620,,,127.0503889,37.67036111,공원명,,,,,,,,,,,,,,,,,,,
중랑구-배밭공원-2,배밭공원,1.13E+18,서울특별시 중랑구 망우동 산 69-203,,서울특별시 중랑구 용마산로96길 79-40,127.1026826,37.58956802,공원명,,,,,,,,,,,,,,,,,,,
노원구-달빛어린이 공원 -1,달빛어린이 공원 ,,서울특별시 노원구 상계동 670,1.14E+21,서울특별시 노원구 노원로 532,127.0599433,37.66306946,공원명,,,,,,,,,,,,,,,,,,,
강서구-우장산(축구)공원-2,우장산(축구)공원,,서울특별시 강서구 화곡동 산 60-1,,서울특별시 강서구 우장산로10길 112,126.8447222,37.55,공원명,,,,,,,,,,,,,,,,,,,
강서구-나들이 어린이 공원-1,나들이 어린이 공원,1.15E+18,서울특별시 강서구 가양동 1459-1,,서울특별시 강서구 허준로 9,126.8441667,37.57194444,공원명,,,,,,,,,,,,,,,,,,,
송파구-삼밭나루어린이공원-1,삼밭나루어린이공원,1.17E+18,서울특별시 송파구 삼전동 95,,서울특별시 송파구 백제고분로23길 15,127.091698,37.5052968,공원명,,,,,,,,,,,,,,,,,,,
강서구-우장산(축구)공원-1,우장산(축구)공원,,서울특별시 강서구 화곡동 산 60-1,,서울특별시 강서구 우장산로10길 112,126.8444444,37.54972222,공원명,,,,,,,,,,,,,,,,,,,
중랑구-배밭공원-1,배밭공원,,서울특별시 중랑구 망우동 113-26,,서울특별시 중랑구 용마산로100길 86-1,127.1032222,37.59,공원명,,,,,,,,,,,,,,,,,,,
구로구-계남3근린공원-1,계남3근린공원,,서울특별시 구로구 고척동 산 6-1,,,126.8555556,37.50916667,공원명,,,,,,,,,,,,,,,,,,,
중랑구-능산공원-1,능산공원,1.13E+18,서울특별시 중랑구 신내동 397,,서울특별시 중랑구 신내로 128,127.0975278,37.61158333,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-캠핑숲공원-6,중랑캠핑숲,,서울특별시 중랑구 망우동 56,,서울특별시 중랑구 송림길 172,127.1106538,37.60643396,공원명,,,,,,,,,,,,,,,,,,,
노원구-늘푸른어린이공원-1,늘푸른어린이공원,,서울특별시 노원구 상계동 1266,,서울특별시 노원구 동일로248길 30,127.0565278,37.68066667,공원명,,,,,,,,,,,,,,,,,,,
구로구-개웅어린이공원-1,개웅어린이공원,,서울특별시 구로구 개봉동 340-8,,서울특별시 구로구 개봉로15길 58-2,126.8530556,37.49,공원명,,,,,,,,,,,,,,,,,,,
송파구-풍납동토성-2,풍납동토성,1.17E+18,서울특별시 송파구 풍납동 199-21,,,127.1144444,37.53555556,공원명,,,,,,,,,,,,,,,,,,,
금천구-까치어린이공원-1,까치어린이공원,1.15E+18,서울특별시 금천구 시흥동 959-2,,서울특별시 금천구 시흥대로16길 20,126.9050444,37.43959961,공원명,,,,,,,,,,,,,,,,,,,
송파구-송파나루공원-9,송파나루공원,1.17E+18,서울특별시 송파구 송파동 58-1,,서울특별시 송파구 석촌호수로 298,127.1076712,37.51198044,공원명,,,,,,,,,,,,,,,,,,,
양천구- 송죽어린이공원,양천구- 송죽어린이공원,,서울특별시 양천구 신월동 65,,서울특별시 양천구 월정로40길 10-1,126.8338891,37.53937739,위치,,,,,,,,,,,,,,,,,,,
한강사업본부-한강공원(광나루)-12,한강공원(광나루),,서울특별시 송파구 풍납동 49-2,,,127.1159708,37.5412545,공원명,,,,,,,,,,,,,,,,,,,
서부녹지-서울식물원-1,서부녹지-서울식물원-1,1.15E+18,서울특별시 강서구 마곡동 812,,,126.8315823,37.56772185,공원,,,,,,,,,,,,,,,,,,,
서울대공원-서울대공원-51,서울대공원,,경기도 과천시 막계동 594,,,127.0184027,37.42781443,공원명,,,,,,,,,,,,,,,,,,,
서초구-청계숲어린이공원-1,청계숲어린이공원,1.17E+18,서울특별시 서초구 신원동 247,,서울특별시 서초구 청계산로11길 14,127.0579167,37.44761111,공원명,,,,,,,,,,,,,,,,,,,
서울대공원-서울대공원-37,서울대공원,,경기도 과천시 막계동 산 59-2,,,127.0240833,37.42972222,공원명,,,,,,,,,,,,,,,,,,,
양천구-넘은들공원-1,넘은들공원,1.15E+18,서울특별시 양천구 신정동 1287-3,,서울특별시 양천구 남부순환로 640,126.8411111,37.5125,공원명,,,,,,,,,,,,,,,,,,,
서울대공원-서울대공원-3,서울대공원,,경기도 과천시 막계동 633,,,127.0166111,37.42713889,공원명,,,,,,,,,,,,,,,,,,,
서울대공원-서울대공원-38,서울대공원,,경기도 과천시 막계동 산 58-1,,,127.0250833,37.42969444,공원명,,,,,,,,,,,,,,,,,,,
서울대공원-서울대공원-35,서울대공원,,경기도 과천시 막계동 산 58-1,,,127.0254167,37.42969444,공원명,,,,,,,,,,,,,,,,,,,
서울대공원-서울대공원-36,서울대공원,,경기도 과천시 막계동 산 58-1,,,127.0255967,37.4296102,공원명,,,,,,,,,,,,,,,,,,,
서울대공원-서울대공원-33,서울대공원,,경기도 과천시 막계동 산 58-1,,,127.0254444,37.42941667,공원명,,,,,,,,,,,,,,,,,,,
서울대공원-서울대공원-31,서울대공원,,경기도 과천시 막계동 652-1,,,127.0193056,37.42716667,공원명,,,,,,,,,,,,,,,,,,,
